symbol,longName,quoteType,currency,search_country,marketCap,Market_Cap,name
6690.HK,"Haier Smart Home Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 254348541952, 'fmt': '254.349B', 'longFmt': '254,348,541,952'}",32420127876,haier
9866.HK,NIO Inc.,EQUITY,HKD,hongkong,"{'raw': 250078347264, 'fmt': '250.078B', 'longFmt': '250,078,347,264'}",31875834377,"nio,inc"
0066.HK,MTR Corporation Limited,EQUITY,HKD,hongkong,"{'raw': 249209454592, 'fmt': '249.209B', 'longFmt': '249,209,454,592'}",31765082370,"mtr,corporation"
2378.HK,Prudential plc,EQUITY,HKD,hongkong,"{'raw': 246687383552, 'fmt': '246.687B', 'longFmt': '246,687,383,552'}",31443610641,"prudential,plc"
1919.HK,"COSCO SHIPPING Holdings Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 238926954496, 'fmt': '238.927B', 'longFmt': '238,926,954,496'}",30454440031,cosco
1171.HK,Yankuang Energy Group Company Limited,EQUITY,HKD,hongkong,"{'raw': 235981783040, 'fmt': '235.982B', 'longFmt': '235,981,783,040'}",30079038487,yankuang
0011.HK,Hang Seng Bank Limited,EQUITY,HKD,hongkong,"{'raw': 235347509248, 'fmt': '235.348B', 'longFmt': '235,347,509,248'}",29998191799,"hang,seng"
1109.HK,China Resources Land Limited,EQUITY,HKD,hongkong,"{'raw': 228546625536, 'fmt': '228.547B', 'longFmt': '228,546,625,536'}",29131328093,"china,resources"
0688.HK,China Overseas Land & Investment Limited,EQUITY,HKD,hongkong,"{'raw': 226557362176, 'fmt': '226.557B', 'longFmt': '226,557,362,176'}",28877769838,"china,overseas"
2015.HK,Li Auto Inc.,EQUITY,HKD,hongkong,"{'raw': 223606439936, 'fmt': '223.606B', 'longFmt': '223,606,439,936'}",28501635280,"li,auto"
2202.HK,"China Vanke Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 217667043328, 'fmt': '217.667B', 'longFmt': '217,667,043,328'}",27744579642,vanke
1339.HK,The People's Insurance Company (Group) of China Limited,EQUITY,HKD,hongkong,"{'raw': 211543490560, 'fmt': '211.543B', 'longFmt': '211,543,490,560'}",26964050836,"people's,insurance"
2601.HK,"China Pacific Insurance (Group) Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 206112964608, 'fmt': '206.113B', 'longFmt': '206,112,964,608'}",26271857579,"china,pacific,insurance"
1772.HK,"Ganfeng Lithium Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 193433796608, 'fmt': '193.434B', 'longFmt': '193,433,796,608'}",24655727819,ganfeng
0001.HK,CK Hutchison Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 196325392384, 'fmt': '196.325B', 'longFmt': '196,325,392,384'}",25024300425,"ck,hutchison"
1113.HK,CK Asset Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 194384986112, 'fmt': '194.385B', 'longFmt': '194,384,986,112'}",24776969660,"ck,asset"
0027.HK,Galaxy Entertainment Group Limited,EQUITY,HKD,hongkong,"{'raw': 192180011008, 'fmt': '192.18B', 'longFmt': '192,180,011,008'}",24495916054,"galaxy,entertainment"
2888.HK,Standard Chartered PLC,EQUITY,HKD,hongkong,"{'raw': 163569451008, 'fmt': '163.569B', 'longFmt': '163,569,451,008'}",20849117033,"standard,chartered"
0914.HK,Anhui Conch Cement Company Limited,EQUITY,HKD,hongkong,"{'raw': 185522896896, 'fmt': '185.523B', 'longFmt': '185,522,896,896'}",23647377709,"anhui,conch"
2331.HK,Li Ning Company Limited,EQUITY,HKD,hongkong,"{'raw': 182748971008, 'fmt': '182.749B', 'longFmt': '182,748,971,008'}",23293803707,"li,ning"
0981.HK,Semiconductor Manufacturing International Corporation,EQUITY,HKD,hongkong,"{'raw': 183198990336, 'fmt': '183.199B', 'longFmt': '183,198,990,336'}",23351164697,"semiconductor,manufacturing"
2423.HK,KE Holdings Inc.,EQUITY,HKD,hongkong,"{'raw': 180936605696, 'fmt': '180.937B', 'longFmt': '180,936,605,696'}",23062793477,"ke,holdings"
6618.HK,JD Health International Inc.,EQUITY,HKD,hongkong,"{'raw': 180850966528, 'fmt': '180.851B', 'longFmt': '180,850,966,528'}",23051877618,"jd,health"
0669.HK,Techtronic Industries Company Limited,EQUITY,HKD,hongkong,"{'raw': 180165574656, 'fmt': '180.166B', 'longFmt': '180,165,574,656'}",22964515245,techtronic
0916.HK,China Longyuan Power Group Corporation Limited,EQUITY,HKD,hongkong,"{'raw': 174896250880, 'fmt': '174.896B', 'longFmt': '174,896,250,880'}",22292869364,"china,longyuan"
0788.HK,China Tower Corporation Limited,EQUITY,HKD,hongkong,"{'raw': 176008003584, 'fmt': '176.008B', 'longFmt': '176,008,003,584'}",22434577134,"china,tower"
2328.HK,PICC Property and Casualty Company Limited,EQUITY,HKD,hongkong,"{'raw': 172826558464, 'fmt': '172.827B', 'longFmt': '172,826,558,464'}",22029059348,picc
0002.HK,CLP Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 171293310976, 'fmt': '171.293B', 'longFmt': '171,293,310,976'}",21833626423,clp
3908.HK,China International Capital Corporation Limited,EQUITY,HKD,hongkong,"{'raw': 170920460288, 'fmt': '170.92B', 'longFmt': '170,920,460,288'}",21786101609,"china,international"
1988.HK,"China Minsheng Banking Corp., Ltd.",EQUITY,HKD,hongkong,"{'raw': 168798568448, 'fmt': '168.799B', 'longFmt': '168,798,568,448'}",21515638078,"china,minsheng"
6818.HK,China Everbright Bank Company Limited,EQUITY,HKD,hongkong,"{'raw': 167091585024, 'fmt': '167.092B', 'longFmt': '167,091,585,024'}",21298060181,everbright
9987.HK,"Yum China Holdings, Inc.",EQUITY,HKD,hongkong,"{'raw': 161954791424, 'fmt': '161.955B', 'longFmt': '161,954,791,424'}",20643307045,"yum,china"
1929.HK,Chow Tai Fook Jewellery Group Limited,EQUITY,HKD,hongkong,"{'raw': 160000000000, 'fmt': '160B', 'longFmt': '160,000,000,000'}",20394142700,fook
0175.HK,Geely Automobile Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 158900600832, 'fmt': '158.901B', 'longFmt': '158,900,600,832'}",20254009553,geely
2057.HK,ZTO Express (Cayman) Inc.,EQUITY,HKD,hongkong,"{'raw': 158707662848, 'fmt': '158.708B', 'longFmt': '158,707,662,848'}",20229417023,zto
0960.HK,Longfor Group Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 157972430848, 'fmt': '157.972B', 'longFmt': '157,972,430,848'}",20135701859,longfor
0390.HK,China Railway Group Limited,EQUITY,HKD,hongkong,"{'raw': 151473537024, 'fmt': '151.474B', 'longFmt': '151,473,537,024'}",19307330808,"china,railway"
1816.HK,"CGN Power Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 148659421184, 'fmt': '148.659B', 'longFmt': '148,659,421,184'}",18948634058,"cgn,power"
1766.HK,CRRC Corporation Limited,EQUITY,HKD,hongkong,"{'raw': 149580218368, 'fmt': '149.58B', 'longFmt': '149,580,218,368'}",19066001991,crrc
0003.HK,The Hong Kong and China Gas Company Limited,EQUITY,HKD,hongkong,"{'raw': 146666815488, 'fmt': '146.667B', 'longFmt': '146,666,815,488'}",18694649778,"hong,kong,and"
0753.HK,Air China Limited,EQUITY,HKD,hongkong,"{'raw': 146570133504, 'fmt': '146.57B', 'longFmt': '146,570,133,504'}",18682326364,"air,china"
0316.HK,Orient Overseas (International) Limited,EQUITY,HKD,hongkong,"{'raw': 145282056192, 'fmt': '145.282B', 'longFmt': '145,282,056,192'}",18518143661,"orient,overseas"
6160.HK,"BeiGene, Ltd.",EQUITY,HKD,hongkong,"{'raw': 144816373760, 'fmt': '144.816B', 'longFmt': '144,816,373,760'}",18458786199,beigene
2238.HK,"Guangzhou Automobile Group Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 143810428928, 'fmt': '143.81B', 'longFmt': '143,810,428,928'}",18330565058,"guangzhou,automobile"
9961.HK,Trip.com Group Limited,EQUITY,HKD,hongkong,"{'raw': 142084325376, 'fmt': '142.084B', 'longFmt': '142,084,325,376'}",18110550045,tripcom
2611.HK,"Guotai Junan Securities Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 140519784448, 'fmt': '140.52B', 'longFmt': '140,519,784,448'}",17911128351,guotai
1898.HK,China Coal Energy Company Limited,EQUITY,HKD,hongkong,"{'raw': 140231147520, 'fmt': '140.231B', 'longFmt': '140,231,147,520'}",17874337709,"china,coal,energy"
2319.HK,China Mengniu Dairy Company Limited,EQUITY,HKD,hongkong,"{'raw': 139003133952, 'fmt': '139.003B', 'longFmt': '139,003,133,952'}",17717810935,mengniu
1928.HK,Sands China Ltd.,EQUITY,HKD,hongkong,"{'raw': 136451186688, 'fmt': '136.451B', 'longFmt': '136,451,186,688'}",17392531081,"sands,china"
9696.HK,Tianqi Lithium Corporation,EQUITY,HKD,hongkong,"{'raw': 134990340096, 'fmt': '134.99B', 'longFmt': '134,990,340,096'}",17206326619,"tianqi,lithium"
1776.HK,"GF Securities Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 132084113408, 'fmt': '132.084B', 'longFmt': '132,084,113,408'}",16835889108,"gf,securities"
6886.HK,"Huatai Securities Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 131080904704, 'fmt': '131.081B', 'longFmt': '131,080,904,704'}",16708016724,huatai
0168.HK,Tsingtao Brewery Company Limited,EQUITY,HKD,hongkong,"{'raw': 129809039360, 'fmt': '129.809B', 'longFmt': '129,809,039,360'}",16545900453,tsingtao
0486.HK,"United Company RUSAL, International Public Joint-Stock Company",EQUITY,HKD,hongkong,"{'raw': 129850032128, 'fmt': '129.85B', 'longFmt': '129,850,032,128'}",16551125530,rusal
2313.HK,Shenzhou International Group Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 129427234816, 'fmt': '129.427B', 'longFmt': '129,427,234,816'}",16497234351,"shenzhou,international"
0823.HK,Link Real Estate Investment Trust,EQUITY,HKD,hongkong,"{'raw': 129001644032, 'fmt': '129.002B', 'longFmt': '129,001,644,032'}",16442987106,"link,real"
2688.HK,ENN Energy Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 128044867584, 'fmt': '128.045B', 'longFmt': '128,044,867,584'}",16321033134,enn
9868.HK,XPeng Inc.,EQUITY,HKD,hongkong,"{'raw': 128045293568, 'fmt': '128.045B', 'longFmt': '128,045,293,568'}",16321087432,xpeng
0012.HK,Henderson Land Development Company Limited,EQUITY,HKD,hongkong,"{'raw': 127076245504, 'fmt': '127.076B', 'longFmt': '127,076,245,504'}",16197569279,"henderson,land"
3993.HK,"China Molybdenum Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 124623028224, 'fmt': '124.623B', 'longFmt': '124,623,028,224'}",15884873883,"china,molybdenum"
1800.HK,China Communications Construction Company Limited,EQUITY,HKD,hongkong,"{'raw': 124193832960, 'fmt': '124.194B', 'longFmt': '124,193,832,960'}",15830167199,"china,communications"
6837.HK,"Haitong Securities Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 123686117376, 'fmt': '123.686B', 'longFmt': '123,686,117,376'}",15765452049,haitong
0763.HK,ZTE Corporation,EQUITY,HKD,hongkong,"{'raw': 123225669632, 'fmt': '123.226B', 'longFmt': '123,225,669,632'}",15706761817,zte
0902.HK,"Huaneng Power International, Inc.",EQUITY,HKD,hongkong,"{'raw': 122623016960, 'fmt': '122.623B', 'longFmt': '122,623,016,960'}",15629945664,huaneng
1038.HK,CK Infrastructure Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 121823141888, 'fmt': '121.823B', 'longFmt': '121,823,141,888'}",15527990874,"ck,infrastructure"
2382.HK,Sunny Optical Technology (Group) Company Limited,EQUITY,HKD,hongkong,"{'raw': 120324448256, 'fmt': '120.324B', 'longFmt': '120,324,448,256'}",15336962300,"sunny,optical"
0762.HK,China Unicom (Hong Kong) Limited,EQUITY,HKD,hongkong,"{'raw': 119026614272, 'fmt': '119.027B', 'longFmt': '119,026,614,272'}",15171535978,unicom
1055.HK,China Southern Airlines Company Limited,EQUITY,HKD,hongkong,"{'raw': 113162199040, 'fmt': '113.162B', 'longFmt': '113,162,199,040'}",14424037722,"china,southern,airlines"
3606.HK,"Fuyao Glass Industry Group Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 111970050048, 'fmt': '111.97B', 'longFmt': '111,970,050,048'}",14272082367,fuyao
2196.HK,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 111422898176, 'fmt': '111.423B', 'longFmt': '111,422,898,176'}",14202340534,fosun
1997.HK,Wharf Real Estate Investment Company Limited,EQUITY,HKD,hongkong,"{'raw': 110662205440, 'fmt': '110.662B', 'longFmt': '110,662,205,440'}",14105380058,"wharf,real"
6806.HK,"Shenwan Hongyuan Group Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 110491500544, 'fmt': '110.492B', 'longFmt': '110,491,500,544'}",14083621433,shenwan
2338.HK,"Weichai Power Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 109061554176, 'fmt': '109.062B', 'longFmt': '109,061,554,176'}",13901355618,weichai
1913.HK,Prada S.p.A.,EQUITY,HKD,hongkong,"{'raw': 108366028800, 'fmt': '108.366B', 'longFmt': '108,366,028,800'}",13812701595,prada
1972.HK,Swire Properties Limited,EQUITY,HKD,hongkong,"{'raw': 105884999680, 'fmt': '105.885B', 'longFmt': '105,884,999,680'}",13496461208,"swire,properties"
2618.HK,"JD Logistics, Inc.",EQUITY,HKD,hongkong,"{'raw': 105294184448, 'fmt': '105.294B', 'longFmt': '105,294,184,448'}",13421153894,"jd,logistics"
0006.HK,Power Assets Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 102444482560, 'fmt': '102.444B', 'longFmt': '102,444,482,560'}",13057921226,"power,assets"
1179.HK,H World Group Limited,EQUITY,HKD,hongkong,"{'raw': 100407533568, 'fmt': '100.408B', 'longFmt': '100,407,533,568'}",12798284798,"h,world"
3692.HK,Hansoh Pharmaceutical Group Company Limited,EQUITY,HKD,hongkong,"{'raw': 98547900416, 'fmt': '98.548B', 'longFmt': '98,547,900,416'}",12561249649,hansoh
0881.HK,Zhongsheng Group Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 97447624704, 'fmt': '97.448B', 'longFmt': '97,447,624,704'}",12421004775,zhongsheng
0968.HK,Xinyi Solar Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 96921223168, 'fmt': '96.921B', 'longFmt': '96,921,223,168'}",12353907850,"xinyi,solar"
6862.HK,Haidilao International Holding Ltd.,EQUITY,HKD,hongkong,"{'raw': 96318726144, 'fmt': '96.319B', 'longFmt': '96,318,726,144'}",12277111535,haidilao
3996.HK,China Energy Engineering Corporation Limited,EQUITY,HKD,hongkong,"{'raw': 95175630848, 'fmt': '95.176B', 'longFmt': '95,175,630,848'}",12131408732,"china,energy,engineering"
3347.HK,"Hangzhou Tigermed Consulting Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 94828797952, 'fmt': '94.829B', 'longFmt': '94,828,797,952'}",12087200234,tigermed
1093.HK,CSPC Pharmaceutical Group Limited,EQUITY,HKD,hongkong,"{'raw': 94272282624, 'fmt': '94.272B', 'longFmt': '94,272,282,624'}",12016264903,cspc
6969.HK,Smoore International Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 93764395008, 'fmt': '93.764B', 'longFmt': '93,764,395,008'}",11951527825,smoore
0670.HK,China Eastern Airlines Corporation Limited,EQUITY,HKD,hongkong,"{'raw': 90682318848, 'fmt': '90.682B', 'longFmt': '90,682,318,848'}",11558675943,"china,eastern,airlines"
0083.HK,Sino Land Company Limited,EQUITY,HKD,hongkong,"{'raw': 89685016576, 'fmt': '89.685B', 'longFmt': '89,685,016,576'}",11431556413,"sino,land"
6865.HK,"Flat Glass Group Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 89586466816, 'fmt': '89.586B', 'longFmt': '89,586,466,816'}",11418994926,"flat,glass,group"
3759.HK,"Pharmaron Beijing Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 88395538432, 'fmt': '88.396B', 'longFmt': '88,395,538,432'}",11267195155,pharmaron
1821.HK,ESR Group Limited,EQUITY,HKD,hongkong,"{'raw': 88445149184, 'fmt': '88.445B', 'longFmt': '88,445,149,184'}",11273518710,"esr,group"
1787.HK,"Shandong Gold Mining Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 87543668736, 'fmt': '87.544B', 'longFmt': '87,543,668,736'}",11158612954,"shandong,gold"
1336.HK,New China Life Insurance Company Ltd.,EQUITY,HKD,hongkong,"{'raw': 86820036608, 'fmt': '86.82B', 'longFmt': '86,820,036,608'}",11066376349,"new,china,life"
0004.HK,Wharf (Holdings) Limited,EQUITY,HKD,hongkong,"{'raw': 84804829184, 'fmt': '84.805B', 'longFmt': '84,804,829,184'}",10809511175,"wharf,holdings"
2600.HK,Aluminum Corporation of China Limited,EQUITY,HKD,hongkong,"{'raw': 84623990784, 'fmt': '84.624B', 'longFmt': '84,623,990,784'}",10786460899,"aluminum,corporation"
6881.HK,"China Galaxy Securities Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 81900666880, 'fmt': '81.901B', 'longFmt': '81,900,666,880'}",10439336797,"china,galaxy"
0992.HK,Lenovo Group Limited,EQUITY,HKD,hongkong,"{'raw': 82107236352, 'fmt': '82.107B', 'longFmt': '82,107,236,352'}",10465666843,lenovo
3800.HK,GCL Technology Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 81309302784, 'fmt': '81.309B', 'longFmt': '81,309,302,784'}",10363959524,"gcl,technology"
2016.HK,"China Zheshang Bank Co., Ltd",EQUITY,HKD,hongkong,"{'raw': 80702636032, 'fmt': '80.703B', 'longFmt': '80,702,636,032'}",10286631722,zheshang
3958.HK,Orient Securities Company Limited,EQUITY,HKD,hongkong,"{'raw': 79997247488, 'fmt': '79.997B', 'longFmt': '79,997,247,488'}",10196720505,"orient,securities"
6823.HK,HKT Trust and HKT Limited,EQUITY,HKD,hongkong,"{'raw': 79696789504, 'fmt': '79.697B', 'longFmt': '79,696,789,504'}",10158423112,hkt
1177.HK,Sino Biopharmaceutical Limited,EQUITY,HKD,hongkong,"{'raw': 78835687424, 'fmt': '78.836B', 'longFmt': '78,835,687,424'}",10048664120,"sino,biopharmaceutical"
0020.HK,SenseTime Group Inc.,EQUITY,HKD,hongkong,"{'raw': 78391640064, 'fmt': '78.392B', 'longFmt': '78,391,640,064'}",9992064337,sensetime
9626.HK,Bilibili Inc.,EQUITY,HKD,hongkong,"{'raw': 78081933312, 'fmt': '78.082B', 'longFmt': '78,081,933,312'}",9952588064,bilibili
0087.HK,Swire Pacific Limited,EQUITY,HKD,hongkong,"{'raw': 77862166528, 'fmt': '77.862B', 'longFmt': '77,862,166,528'}",9924575844,"swire,pacific"
1378.HK,China Hongqiao Group Limited,EQUITY,HKD,hongkong,"{'raw': 77713899520, 'fmt': '77.714B', 'longFmt': '77,713,899,520'}",9905677228,hongqiao
0322.HK,Tingyi (Cayman Islands) Holding Corp.,EQUITY,HKD,hongkong,"{'raw': 76355952640, 'fmt': '76.356B', 'longFmt': '76,355,952,640'}",9732588713,tingyi
1209.HK,China Resources Mixc Lifestyle Services Limited,EQUITY,HKD,hongkong,"{'raw': 73154125824, 'fmt': '73.154B', 'longFmt': '73,154,125,824'}",9324473007,mixc
1618.HK,Metallurgical Corporation of China Ltd.,EQUITY,HKD,hongkong,"{'raw': 70589300736, 'fmt': '70.589B', 'longFmt': '70,589,300,736'}",8997551702,"metallurgical,corporation"
0288.HK,WH Group Limited,EQUITY,HKD,hongkong,"{'raw': 69667979264, 'fmt': '69.668B', 'longFmt': '69,667,979,264'}",8880116942,"wh,group"
2727.HK,Shanghai Electric Group Company Limited,EQUITY,HKD,hongkong,"{'raw': 69650399232, 'fmt': '69.65B', 'longFmt': '69,650,399,232'}",8877876131,"shanghai,electric"
6821.HK,"Asymchem Laboratories (Tianjin) Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 69469274112, 'fmt': '69.469B', 'longFmt': '69,469,274,112'}",8854789309,asymchem
0151.HK,Want Want China Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 66637197312, 'fmt': '66.637B', 'longFmt': '66,637,197,312'}",8493803194,"want,want"
2883.HK,China Oilfield Services Limited,EQUITY,HKD,hongkong,"{'raw': 66723688448, 'fmt': '66.724B', 'longFmt': '66,723,688,448'}",8504827648,"china,oilfield"
